Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Campo Grande;2;1;0;47;800.0;221.0;0.0
Cachambi;2;0;0;60;1300.0;250.0;20.0
Freguesia (Jacarepaguá);2;1;0;52;1200.0;270.0;35.0
Botafogo;2;1;2;52;2500.0;1156.0;0.0
Engenho Novo;2;1;0;50;1000.0;43593.0;0.0
Barra da Tijuca;2;1;1;68;2800.0;160.0;750.0
Vila Isabel;2;0;0;45;1100.0;270.0;0.0
Madureira;2;0;0;60;1000.0;200.0;0.0
Centro;2;0;0;53;1500.0;450.0;0.0
Ipanema;2;0;0;48;2500.0;1000.0;110.0
Tanque;2;1;0;43;800.0;684.0;16.0
Pechincha;2;1;0;60;900.0;422.0;14.0
Freguesia (Jacarepaguá);2;0;0;45;950.0;290.0;13.0
Barra da Tijuca;2;1;1;65;2100.0;1100.0;0.0
Glória;2;1;0;49;1900.0;770.0;15.0
Jacarepaguá;2;1;0;61;1000.0;281.0;35.0
Freguesia (Jacarepaguá);2;1;0;60;1250.0;570.0;67.0
Bangu;2;0;0;50;640.0;25.0;0.0
Barra da Tijuca;2;1;1;65;1550.0;936.0;121.0
Freguesia (Jacarepaguá);2;0;0;68;1300.0;580.0;98.0
Taquara;2;1;1;60;1000.0;530.0;58.0
Andaraí;2;0;0;60;1300.0;540.0;0.0
Centro;2;0;0;60;1900.0;600.0;205.0
Engenho de Dentro;2;1;1;59;1500.0;580.0;560.0
Freguesia (Jacarepaguá);2;1;1;53;1200.0;636.0;55.0
Ipanema;2;0;0;66;2800.0;584.0;126.0
Recreio dos Bandeirantes;2;1;1;65;1500.0;650.0;74.0
Copacabana;2;0;0;50;1800.0;930.0;20.0
Penha;2;0;0;60;1000.0;300.0;0.0
Freguesia (Jacarepaguá);2;1;0;55;1100.0;510.0;36.0
Jacarepaguá;2;1;1;66;1700.0;600.0;85.0
Praça Seca;2;1;0;60;700.0;365.0;74.0
Tijuca;2;1;0;68;1800.0;650.0;24.0
Tijuca;2;1;0;67;1500.0;573.0;50.0
Taquara;2;1;0;45;800.0;380.0;10.0
Recreio dos Bandeirantes;2;2;1;60;2500.0;1414.0;262.0
Grajaú;2;0;0;60;1300.0;465.0;22.0
Jacarepaguá;2;1;1;66;2000.0;682.0;89.0
Todos os Santos;2;0;0;44;1000.0;295.0;35.0
Barra da Tijuca;2;1;1;67;1700.0;590.0;131.0
Campo Grande;2;1;0;50;900.0;308.0;0.0
Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;16.0
Cachambi;2;1;1;65;1000.0;800.0;60.0
Curicica;2;1;0;47;1100.0;500.0;50.0
Vila Isabel;2;1;0;68;1600.0;540.0;43.0
Campo Grande;2;1;0;50;900.0;220.0;0.0
Rio Comprido;2;1;1;64;1500.0;330.0;34.0
Santa Teresa;2;0;1;65;1800.0;175.0;13.0
Recreio dos Bandeirantes;2;1;1;65;1600.0;600.0;120.0
Campo Grande;2;1;0;50;900.0;220.0;0.0
Lins de Vasconcelos;2;1;0;65;1000.0;490.0;47.0
Tomás Coelho;2;0;0;50;700.0;70.0;0.0
Curicica;3;1;1;62;1100.0;652.0;73.0
Recreio dos Bandeirantes;2;1;1;69;1700.0;649.0;1100.0
Curicica;2;1;1;52;1400.0;450.0;0.0
Santa Teresa;2;1;2;50;800.0;360.0;14.0
Humaitá;2;0;0;68;2800.0;744.0;0.0
Jacarepaguá;2;1;1;65;2000.0;700.0;0.0
Campo Grande;2;1;0;54;1000.0;225.0;0.0
Campo Grande;2;1;1;57;1200.0;350.0;0.0
Pechincha;2;1;1;65;1700.0;650.0;950.0
Recreio dos Bandeirantes;2;1;1;68;1300.0;782.0;0.0
Maracanã;2;0;0;58;1100.0;38.0;0.0
Pechincha;2;1;1;60;1300.0;656.0;16.0
Camorim;2;1;1;60;1700.0;500.0;0.0
Campo Grande;2;1;1;65;1000.0;450.0;0.0
Méier;2;0;0;62;950.0;160.0;38.0
Barra da Tijuca;2;1;1;65;1700.0;700.0;100.0
Bonsucesso;2;0;0;55;1000.0;465.0;0.0
Recreio dos Bandeirantes;2;2;1;65;1200.0;670.0;117.0
Copacabana;2;0;0;60;2400.0;700.0;0.0
Tijuca;2;1;0;68;1600.0;560.0;24.0
Jacarepaguá;2;1;1;60;1200.0;530.0;50.0
Vicente de Carvalho;2;1;0;67;1100.0;300.0;0.0
Campo Grande;2;1;0;65;850.0;75.0;0.0
Jacarepaguá;2;1;0;69;1500.0;600.0;150.0
Tijuca;2;0;0;65;1200.0;520.0;85.0
Vargem Pequena;3;1;0;54;1400.0;340.0;28.0
Catumbi;2;0;0;64;1300.0;400.0;0.0
Méier;2;0;0;64;1100.0;681.0;0.0
Irajá;2;1;0;50;800.0;110.0;0.0
Barra da Tijuca;2;1;1;66;1800.0;1100.0;213.0
Méier;2;0;1;52;1000.0;550.0;14.0
Catete;2;0;0;63;2200.0;410.0;0.0
Pechincha;2;2;0;51;1150.0;360.0;0.0
Taquara;2;1;0;60;1100.0;630.0;0.0
Campo Grande;2;1;1;50;1200.0;400.0;0.0
Centro;2;0;1;55;1800.0;600.0;100.0
Flamengo;2;0;0;68;2000.0;660.0;86.0
Tijuca;2;1;0;64;1800.0;815.0;50.0
Irajá;2;1;0;55;850.0;395.0;0.0
Tanque;2;1;0;62;600.0;392.0;0.0
Méier;2;1;0;50;900.0;200.0;13.0
Tijuca;2;1;0;62;1650.0;639.0;61.0
Méier;2;1;0;62;1550.0;413.0;75.0
Andaraí;2;1;0;58;1600.0;675.0;0.0
Pechincha;2;1;0;60;1000.0;366.0;15.0
Campo Grande;2;0;0;60;1200.0;500.0;0.0
Senador Vasconcelos;2;1;1;60;1000.0;180.0;0.0
Anil;2;1;0;50;900.0;350.0;1350.0
Freguesia (Jacarepaguá);2;1;0;55;1000.0;450.0;0.0
Tijuca;2;1;0;65;1200.0;640.0;97.0
Barra da Tijuca;2;1;1;52;1300.0;480.0;140.0
Praça Seca;2;1;0;60;1100.0;400.0;12.0
Rocha;2;1;0;66;1000.0;418.0;0.0
Taquara;2;1;0;60;1000.0;508.0;14.0
Engenho de Dentro;2;1;1;51;1200.0;541.0;0.0
Tijuca;2;1;0;65;2000.0;600.0;0.0
Copacabana;2;1;1;60;2500.0;1603.0;0.0
Tijuca;3;0;1;50;2900.0;900.0;0.0
Rio Comprido;2;0;0;64;1000.0;692.0;0.0
Centro;2;0;0;63;1300.0;526.0;21.0
Vila Isabel;2;2;1;67;2000.0;745.0;70.0
Grajaú;2;0;0;47;1150.0;448.0;0.0
Campo Grande;2;1;0;50;1000.0;295.0;0.0
Freguesia (Jacarepaguá);2;0;0;40;1000.0;150.0;0.0
Piedade;2;0;0;52;1600.0;420.0;0.0
Praça da Bandeira;2;0;0;57;1200.0;590.0;60.0
Cosmos;2;1;0;45;400.0;217.0;0.0
Taquara;2;0;0;52;900.0;526.0;38.0
Recreio dos Bandeirantes;2;1;1;65;1900.0;820.0;136.0
São Cristóvão;2;1;1;55;1350.0;580.0;34.0
Barra da Tijuca;2;1;1;60;2809.0;1000.0;0.0
Campo Grande;2;1;0;65;700.0;240.0;0.0
Freguesia (Jacarepaguá);2;1;0;59;1500.0;532.0;0.0
Honório Gurgel;2;1;0;48;650.0;250.0;0.0
Freguesia (Jacarepaguá);2;1;1;69;1600.0;850.0;0.0
Leblon;2;0;0;57;2800.0;680.0;0.0
Tijuca;2;0;0;68;1290.0;670.0;74.0
Catete;2;0;0;64;1800.0;800.0;0.0
Todos os Santos;2;0;0;52;900.0;380.0;0.0
Campo Grande;2;1;0;52;500.0;90.0;0.0
Campo Grande;2;1;0;65;850.0;75.0;0.0
Taquara;2;1;1;59;1000.0;514.0;0.0
Bento Ribeiro;2;1;0;69;1100.0;15.0;0.0
Abolição;2;1;0;53;1200.0;400.0;0.0
Flamengo;2;1;0;64;2000.0;660.0;96.0
Campo Grande;2;1;0;53;800.0;265.0;0.0
Leblon;2;0;0;62;2650.0;447.0;174.0
Barra da Tijuca;2;1;0;58;1300.0;698.0;0.0
Grajaú;2;0;0;66;1300.0;392.0;25.0
Botafogo;2;0;2;59;2000.0;640.0;242.0
Barra da Tijuca;2;1;1;62;1600.0;1370.0;156.0
Gávea;2;1;0;60;2700.0;680.0;130.0
Curicica;3;1;1;60;1200.0;700.0;0.0
Praça da Bandeira;2;0;0;57;1450.0;568.0;51.0
Engenho Novo;2;0;0;67;900.0;500.0;0.0
Pechincha;2;1;1;65;1300.0;600.0;60.0
Barra da Tijuca;3;1;1;62;1600.0;750.0;171.0
Copacabana;2;0;0;65;2000.0;722.0;0.0
Copacabana;2;0;0;64;2500.0;500.0;113.0
Cidade Nova;2;1;0;57;1600.0;677.0;35.0
Campo Grande;2;1;0;60;800.0;355.0;0.0
Praça Seca;2;1;0;58;850.0;550.0;200.0
Copacabana;2;0;0;65;2000.0;800.0;160.0
Cachambi;2;1;0;69;1100.0;555.0;0.0
Barra da Tijuca;2;1;0;60;1200.0;669.0;0.0
Méier;2;0;0;67;1200.0;80.0;0.0
Méier;2;1;0;68;1100.0;322.0;13.0
Botafogo;2;0;0;60;1900.0;900.0;75.0
Anil;2;1;0;48;1100.0;360.0;18.0
Ipanema;2;0;0;54;2800.0;500.0;0.0
Taquara;2;1;1;59;1100.0;421.0;0.0
Barra da Tijuca;2;1;1;67;1800.0;1350.0;160.0
Freguesia (Jacarepaguá);2;1;1;60;1500.0;360.0;0.0
Itanhangá;2;0;0;54;900.0;546.0;27.0
Freguesia (Jacarepaguá);2;1;1;61;1650.0;681.0;0.0
Tijuca;2;0;0;69;1700.0;760.0;62.0
Anil;2;1;1;55;1200.0;400.0;0.0
Jacarepaguá;3;1;1;63;1500.0;700.0;0.0
Vila Isabel;2;0;0;62;1500.0;170.0;21.0
São Conrado;2;1;0;60;2000.0;737.0;151.0
Parada de Lucas;2;1;0;55;900.0;140.0;0.0
Barra da Tijuca;2;1;1;67;1600.0;750.0;0.0
Vila da Penha;2;1;0;62;1200.0;200.0;25.0
Curicica;2;1;0;50;800.0;410.0;0.0
Méier;2;1;0;64;1100.0;644.0;0.0
Cascadura;2;1;1;56;1200.0;568.0;0.0
Irajá;2;1;0;62;1000.0;300.0;0.0
Campo Grande;2;1;0;45;770.0;230.0;0.0
Irajá;2;1;0;50;900.0;300.0;0.0
Olaria;2;0;0;67;1250.0;150.0;0.0
Copacabana;2;0;0;67;2450.0;679.0;80.0
Campinho;2;0;0;63;800.0;392.0;0.0
Freguesia (Jacarepaguá);2;1;0;60;500.0;900.0;148.0
Todos os Santos;3;0;0;54;1500.0;289.0;35.0
Vila Valqueire;2;0;0;52;1000.0;550.0;0.0
São Francisco Xavier;2;1;0;48;1400.0;509.0;37.0
